# Escenario generado automaticamente: normal

param alpha := 0.5;
param fecha_hoy := 45984;
param s := 100;

set I := P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 P20 P21 P22 P23 P24 P25 P26 P27 P28 P29 P30 P31 P32 P33 P34 P35 P36 P37 P38 P39 P40 P41 P42 P43 P44 P45 P46 P47 P48 P49 P50 P51 P52 P53 P54 P55 P56 P57 P58 P59 P60 P61 P62 P63 P64 P65 P66 P67 P68 P69 P70 P71 P72 P73 P74 P75 P76 P77 P78 P79 P80 P81 P82 P83 P84 P85 P86 P87 P88 P89 P90 P91 P92 P93 P94 P95 P96 P97 P98 P99 P100;
set C := C1 C2 C3 C4 C5 C6 C7 C8 C9 C10 C11 C12 C13 C14 C15;
set J := T1 T2 T3 T4 T5 T6 T7 T8 T9 T10;

param dist_c :=
  'C1' 33
  'C2' 78
  'C3' 40
  'C4' 77
  'C5' 10
  'C6' 13
  'C7' 75
  'C8' 51
  'C9' 71
  'C10' 83
  'C11' 59
  'C12' 76
  'C13' 7
  'C14' 29
  'C15' 82
;

param F :=
  'T1' 700
  'T2' 350
  'T3' 700
  'T4' 350
  'T5' 700
  'T6' 700
  'T7' 700
  'T8' 700
  'T9' 700
  'T10' 700
;
param ADRmax :=
  'T1' 5
  'T2' 0
  'T3' 5
  'T4' 0
  'T5' 5
  'T6' 5
  'T7' 5
  'T8' 5
  'T9' 5
  'T10' 5
;
param W :=
  'T1' 3500
  'T2' 1000
  'T3' 3500
  'T4' 1000
  'T5' 3500
  'T6' 3500
  'T7' 3500
  'T8' 3500
  'T9' 3500
  'T10' 3500
;
param V :=
  'T1' 25
  'T2' 10
  'T3' 25
  'T4' 10
  'T5' 25
  'T6' 25
  'T7' 25
  'T8' 25
  'T9' 25
  'T10' 25
;
param Pmax :=
  'T1' 6
  'T2' 10
  'T3' 4
  'T4' 5
  'T5' 9
  'T6' 4
  'T7' 5
  'T8' 10
  'T9' 9
  'T10' 4
;

param pes :=
  'P1' 170
  'P2' 280
  'P3' 220
  'P4' 136
  'P5' 118
  'P6' 235
  'P7' 203
  'P8' 161
  'P9' 117
  'P10' 257
  'P11' 175
  'P12' 233
  'P13' 161
  'P14' 270
  'P15' 122
  'P16' 158
  'P17' 233
  'P18' 122
  'P19' 110
  'P20' 138
  'P21' 120
  'P22' 120
  'P23' 262
  'P24' 253
  'P25' 147
  'P26' 192
  'P27' 271
  'P28' 192
  'P29' 171
  'P30' 157
  'P31' 225
  'P32' 103
  'P33' 206
  'P34' 131
  'P35' 164
  'P36' 244
  'P37' 294
  'P38' 277
  'P39' 129
  'P40' 172
  'P41' 106
  'P42' 184
  'P43' 137
  'P44' 106
  'P45' 141
  'P46' 162
  'P47' 215
  'P48' 102
  'P49' 151
  'P50' 244
  'P51' 164
  'P52' 217
  'P53' 194
  'P54' 146
  'P55' 203
  'P56' 236
  'P57' 232
  'P58' 277
  'P59' 156
  'P60' 299
  'P61' 163
  'P62' 260
  'P63' 182
  'P64' 233
  'P65' 158
  'P66' 257
  'P67' 274
  'P68' 216
  'P69' 286
  'P70' 272
  'P71' 133
  'P72' 251
  'P73' 177
  'P74' 260
  'P75' 149
  'P76' 260
  'P77' 280
  'P78' 134
  'P79' 265
  'P80' 144
  'P81' 193
  'P82' 298
  'P83' 288
  'P84' 261
  'P85' 177
  'P86' 205
  'P87' 144
  'P88' 143
  'P89' 220
  'P90' 180
  'P91' 124
  'P92' 210
  'P93' 192
  'P94' 277
  'P95' 220
  'P96' 109
  'P97' 299
  'P98' 166
  'P99' 115
  'P100' 295
;
param vol :=
  'P1' 3
  'P2' 3
  'P3' 1
  'P4' 2
  'P5' 2
  'P6' 1
  'P7' 1
  'P8' 2
  'P9' 2
  'P10' 3
  'P11' 3
  'P12' 1
  'P13' 3
  'P14' 1
  'P15' 1
  'P16' 1
  'P17' 2
  'P18' 2
  'P19' 2
  'P20' 3
  'P21' 3
  'P22' 3
  'P23' 1
  'P24' 1
  'P25' 1
  'P26' 3
  'P27' 3
  'P28' 2
  'P29' 1
  'P30' 1
  'P31' 3
  'P32' 3
  'P33' 1
  'P34' 1
  'P35' 3
  'P36' 3
  'P37' 1
  'P38' 3
  'P39' 1
  'P40' 3
  'P41' 1
  'P42' 3
  'P43' 3
  'P44' 1
  'P45' 2
  'P46' 3
  'P47' 1
  'P48' 3
  'P49' 1
  'P50' 2
  'P51' 2
  'P52' 1
  'P53' 2
  'P54' 2
  'P55' 1
  'P56' 3
  'P57' 2
  'P58' 2
  'P59' 2
  'P60' 2
  'P61' 3
  'P62' 2
  'P63' 3
  'P64' 2
  'P65' 1
  'P66' 2
  'P67' 1
  'P68' 1
  'P69' 1
  'P70' 2
  'P71' 1
  'P72' 3
  'P73' 2
  'P74' 1
  'P75' 2
  'P76' 3
  'P77' 2
  'P78' 1
  'P79' 1
  'P80' 2
  'P81' 1
  'P82' 2
  'P83' 3
  'P84' 1
  'P85' 3
  'P86' 3
  'P87' 3
  'P88' 1
  'P89' 1
  'P90' 3
  'P91' 1
  'P92' 2
  'P93' 1
  'P94' 2
  'P95' 3
  'P96' 1
  'P97' 2
  'P98' 3
  'P99' 1
  'P100' 2
;
param adr :=
  'P1' 0
  'P2' 0
  'P3' 0
  'P4' 0
  'P5' 0
  'P6' 0
  'P7' 0
  'P8' 1
  'P9' 0
  'P10' 0
  'P11' 0
  'P12' 0
  'P13' 0
  'P14' 0
  'P15' 0
  'P16' 0
  'P17' 0
  'P18' 0
  'P19' 0
  'P20' 0
  'P21' 0
  'P22' 0
  'P23' 0
  'P24' 0
  'P25' 0
  'P26' 0
  'P27' 0
  'P28' 0
  'P29' 0
  'P30' 0
  'P31' 0
  'P32' 1
  'P33' 0
  'P34' 0
  'P35' 0
  'P36' 0
  'P37' 0
  'P38' 0
  'P39' 0
  'P40' 0
  'P41' 0
  'P42' 0
  'P43' 0
  'P44' 0
  'P45' 0
  'P46' 0
  'P47' 0
  'P48' 0
  'P49' 0
  'P50' 0
  'P51' 1
  'P52' 0
  'P53' 0
  'P54' 0
  'P55' 0
  'P56' 0
  'P57' 0
  'P58' 0
