# Escenario generado automaticamente: adr_bajo

param alpha := 0.5;
param fecha_hoy := 45984;
param s := 100;

set I := P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 P20 P21 P22 P23 P24 P25 P26 P27 P28 P29 P30 P31 P32 P33 P34 P35 P36 P37 P38 P39 P40 P41 P42 P43 P44 P45 P46 P47 P48 P49 P50 P51 P52 P53 P54 P55 P56 P57 P58 P59 P60 P61 P62 P63 P64 P65 P66 P67 P68 P69 P70 P71 P72 P73 P74 P75 P76 P77 P78 P79 P80 P81 P82 P83 P84 P85 P86 P87 P88 P89 P90 P91 P92 P93 P94 P95 P96 P97 P98 P99 P100 P101 P102 P103 P104 P105 P106 P107 P108 P109 P110 P111 P112 P113 P114 P115 P116 P117 P118 P119 P120 P121 P122 P123 P124 P125 P126 P127 P128 P129 P130 P131 P132 P133 P134 P135 P136 P137 P138 P139 P140 P141 P142 P143 P144 P145 P146 P147 P148 P149 P150 P151 P152 P153 P154 P155 P156 P157 P158 P159 P160 P161 P162 P163 P164 P165 P166 P167 P168 P169 P170 P171 P172 P173 P174 P175 P176 P177 P178 P179 P180 P181 P182 P183 P184 P185 P186 P187 P188 P189 P190 P191 P192 P193 P194 P195 P196 P197 P198 P199 P200;
set C := C1 C2 C3 C4 C5 C6 C7 C8 C9 C10 C11 C12 C13 C14 C15;
set J := T1 T2 T3 T4 T5 T6 T7 T8 T9 T10 T11 T12 T13 T14 T15;

param dist_c :=
  'C1' 48
  'C2' 34
  'C3' 70
  'C4' 39
  'C5' 60
  'C6' 64
  'C7' 46
  'C8' 96
  'C9' 34
  'C10' 44
  'C11' 98
  'C12' 12
  'C13' 26
  'C14' 18
  'C15' 4
;

param F :=
  'T1' 700
  'T2' 350
  'T3' 700
  'T4' 350
  'T5' 350
  'T6' 700
  'T7' 350
  'T8' 350
  'T9' 350
  'T10' 700
  'T11' 700
  'T12' 700
  'T13' 550
  'T14' 550
  'T15' 700
;
param ADRmax :=
  'T1' 5
  'T2' 0
  'T3' 5
  'T4' 0
  'T5' 0
  'T6' 5
  'T7' 0
  'T8' 0
  'T9' 0
  'T10' 5
  'T11' 5
  'T12' 5
  'T13' 0
  'T14' 0
  'T15' 5
;
param W :=
  'T1' 3500
  'T2' 1000
  'T3' 3500
  'T4' 1000
  'T5' 1000
  'T6' 3500
  'T7' 1000
  'T8' 1000
  'T9' 1000
  'T10' 3500
  'T11' 3500
  'T12' 3500
  'T13' 2500
  'T14' 2500
  'T15' 3500
;
param V :=
  'T1' 25
  'T2' 10
  'T3' 25
  'T4' 10
  'T5' 10
  'T6' 25
  'T7' 10
  'T8' 10
  'T9' 10
  'T10' 25
  'T11' 25
  'T12' 25
  'T13' 18
  'T14' 18
  'T15' 25
;
param Pmax :=
  'T1' 9
  'T2' 6
  'T3' 6
  'T4' 9
  'T5' 8
  'T6' 9
  'T7' 10
  'T8' 4
  'T9' 5
  'T10' 7
  'T11' 5
  'T12' 4
  'T13' 4
